***************************************
********************
id: 677, start:[2864, 850], finish: [2695, 813], earliest_start: 1, latest finish: 12964, distance: 206
********************
id: 8848, start:[2626, 1502], finish: [3254, 520], earliest_start: 12491, latest finish: 27384, distance: 1610
***************************************
********************
id: 3951, start:[2937, 982], finish: [2815, 1317], earliest_start: 12498, latest finish: 15997, distance: 457
***************************************
********************
id: 3138, start:[3860, 819], finish: [2748, 1697], earliest_start: 12501, latest finish: 25981, distance: 1990
***************************************
********************
id: 8435, start:[3173, 661], finish: [2747, 254], earliest_start: 12502, latest finish: 20395, distance: 833
***************************************
********************
id: 4511, start:[3126, 768], finish: [2058, 1541], earliest_start: 12510, latest finish: 23479, distance: 1841
***************************************
********************
id: 2006, start:[2548, 1574], finish: [3488, 1688], earliest_start: 12513, latest finish: 25036, distance: 1054
***************************************
********************
id: 6747, start:[2582, 1579], finish: [3085, 1514], earliest_start: 12533, latest finish: 36052, distance: 568
***************************************
********************
id: 8739, start:[1997, 901], finish: [3214, 1361], earliest_start: 12550, latest finish: 28892, distance: 1677
***************************************
********************
id: 5990, start:[2420, 1201], finish: [2920, 1324], earliest_start: 12552, latest finish: 30277, distance: 623
***************************************
********************
id: 2748, start:[2950, 334], finish: [2716, 966], earliest_start: 12573, latest finish: 28570, distance: 866
***************************************
********************
id: 2026, start:[3642, 678], finish: [2480, 1518], earliest_start: 12588, latest finish: 22567, distance: 2002
***************************************
********************
id: 8021, start:[2454, 1392], finish: [2455, 101], earliest_start: 12592, latest finish: 27084, distance: 1292
***************************************
********************
id: 2436, start:[2147, 1687], finish: [2721, 747], earliest_start: 12593, latest finish: 20452, distance: 1514
***************************************
********************
id: 2899, start:[2421, 1312], finish: [2702, 674], earliest_start: 12594, latest finish: 32946, distance: 919
***************************************
********************
id: 4537, start:[3223, 668], finish: [2976, 1543], earliest_start: 12595, latest finish: 27545, distance: 1122
id: 2512, start:[2235, 269], finish: [2686, 1111], earliest_start: 12595, latest finish: 21956, distance: 1293
***************************************
********************
id: 864, start:[3642, 120], finish: [3093, 1845], earliest_start: 12601, latest finish: 30456, distance: 2274
***************************************
********************
id: 5359, start:[3758, 221], finish: [3470, 1151], earliest_start: 12616, latest finish: 27019, distance: 1218
***************************************
********************
id: 3196, start:[2681, 806], finish: [2760, 865], earliest_start: 12624, latest finish: 23017, distance: 138
***************************************
********************
id: 6877, start:[3087, 681], finish: [2167, 1326], earliest_start: 12633, latest finish: 26154, distance: 1565
***************************************
********************
id: 6735, start:[3431, 376], finish: [1234, 536], earliest_start: 12657, latest finish: 19252, distance: 2357
***************************************
********************
id: 8699, start:[2697, 12], finish: [2983, 870], earliest_start: 12671, latest finish: 18623, distance: 1144
***************************************
********************
id: 5818, start:[2963, 719], finish: [2834, 833], earliest_start: 12697, latest finish: 28633, distance: 243
***************************************
********************
id: 1090, start:[2774, 1252], finish: [2169, 481], earliest_start: 12723, latest finish: 21444, distance: 1376
***************************************
********************
id: 5034, start:[2969, 586], finish: [3476, 1180], earliest_start: 12725, latest finish: 25522, distance: 1101
***************************************
********************
id: 842, start:[2592, 1195], finish: [2601, 1078], earliest_start: 12733, latest finish: 24429, distance: 126
***************************************
********************
id: 2791, start:[2606, 1129], finish: [3213, 1087], earliest_start: 12744, latest finish: 30662, distance: 649
***************************************
********************
id: 7575, start:[3258, 176], finish: [9999, 5585], earliest_start: 12747, latest finish: 32002, distance: 12150
***************************************
********************
id: 6752, start:[2848, 949], finish: [3011, 2090], earliest_start: 12757, latest finish: 27873, distance: 1304
***************************************
********************
id: 8104, start:[2595, 1925], finish: [1804, 1065], earliest_start: 12768, latest finish: 21522, distance: 1651
***************************************
********************
id: 4437, start:[2807, 1069], finish: [3476, 1042], earliest_start: 12788, latest finish: 17066, distance: 696
***************************************
********************
id: 5572, start:[3928, 1433], finish: [3170, 731], earliest_start: 12802, latest finish: 41118, distance: 1460
***************************************
********************
id: 7104, start:[2300, 1578], finish: [2975, 1569], earliest_start: 12814, latest finish: 17997, distance: 684
***************************************
********************
id: 1192, start:[3526, 1164], finish: [9999, 7102], earliest_start: 12823, latest finish: 27773, distance: 12411
***************************************
********************
id: 2736, start:[2801, 839], finish: [9999, 9663], earliest_start: 12828, latest finish: 48674, distance: 16022
***************************************
********************
id: 9685, start:[1833, 1407], finish: [1728, 1587], earliest_start: 12842, latest finish: 24688, distance: 285
***************************************
********************
id: 9246, start:[2996, 1704], finish: [2847, 814], earliest_start: 12858, latest finish: 31066, distance: 1039
***************************************
********************
id: 400, start:[2444, 1933], finish: [2713, 332], earliest_start: 12860, latest finish: 18329, distance: 1870
***************************************
********************
id: 945, start:[2127, 1155], finish: [2441, 808], earliest_start: 12862, latest finish: 14413, distance: 661
***************************************
********************
id: 1734, start:[2981, 515], finish: [2417, 1232], earliest_start: 12871, latest finish: 29095, distance: 1281
***************************************
********************
id: 4648, start:[3006, 1582], finish: [3580, 448], earliest_start: 12872, latest finish: 19922, distance: 1708
***************************************
********************
id: 5393, start:[1982, 710], finish: [2158, 1240], earliest_start: 12878, latest finish: 31985, distance: 706
***************************************
********************
id: 9974, start:[2271, 679], finish: [2481, 440], earliest_start: 12882, latest finish: 18895, distance: 449
***************************************
********************
id: 7451, start:[3092, 246], finish: [2740, 472], earliest_start: 12894, latest finish: 23343, distance: 578
***************************************
********************
id: 9544, start:[3521, 1037], finish: [3195, 1697], earliest_start: 12907, latest finish: 15365, distance: 986
***************************************
********************
id: 6924, start:[2581, 565], finish: [2565, 1200], earliest_start: 12924, latest finish: 24766, distance: 651
***************************************
********************
id: 5744, start:[3021, 572], finish: [2541, 685], earliest_start: 12945, latest finish: 15745, distance: 593
***************************************
********************
id: 7846, start:[3379, 1499], finish: [2716, 874], earliest_start: 12952, latest finish: 25968, distance: 1288
***************************************
********************
id: 8323, start:[3178, 1691], finish: [3201, 423], earliest_start: 12974, latest finish: 25622, distance: 1291
***************************************
********************
id: 3384, start:[3059, 560], finish: [3488, 1351], earliest_start: 12993, latest finish: 25787, distance: 1220
***************************************
********************
id: 3160, start:[2669, 1169], finish: [2670, 607], earliest_start: 13007, latest finish: 28963, distance: 563
***************************************
********************
id: 8566, start:[2811, 1826], finish: [3470, 684], earliest_start: 13015, latest finish: 24318, distance: 1801
***************************************
********************
id: 5112, start:[2530, 1037], finish: [2202, 1031], earliest_start: 13020, latest finish: 29189, distance: 334
***************************************
********************
id: 2426, start:[3031, 678], finish: [2276, 1402], earliest_start: 13028, latest finish: 25667, distance: 1479
***************************************
********************
id: 1973, start:[2092, 1406], finish: [2964, 8204], earliest_start: 13054, latest finish: 48034, distance: 7670
***************************************
********************
id: 2106, start:[3120, 1142], finish: [3340, 1498], earliest_start: 13059, latest finish: 13764, distance: 576
***************************************
********************
id: 315, start:[2182, 822], finish: [3585, 741], earliest_start: 13080, latest finish: 30377, distance: 1484
***************************************
********************
id: 8449, start:[2534, 224], finish: [2814, 883], earliest_start: 13090, latest finish: 22846, distance: 939
***************************************
********************
id: 1635, start:[2515, 1282], finish: [2583, 1778], earliest_start: 13103, latest finish: 16683, distance: 564
***************************************
********************
id: 7357, start:[3012, 992], finish: [3237, 1485], earliest_start: 13121, latest finish: 18815, distance: 718
***************************************
********************
id: 4223, start:[3564, 981], finish: [3267, 789], earliest_start: 13128, latest finish: 26744, distance: 489
***************************************
********************
id: 7082, start:[2619, 1842], finish: [2280, 1243], earliest_start: 13129, latest finish: 40972, distance: 938
***************************************
********************
id: 7346, start:[3591, 923], finish: [9999, 46], earliest_start: 13135, latest finish: 24074, distance: 7285
***************************************
********************
id: 2928, start:[3313, 852], finish: [4112, 1249], earliest_start: 13158, latest finish: 28485, distance: 1196
***************************************
********************
id: 5654, start:[3211, 1694], finish: [2929, 640], earliest_start: 13164, latest finish: 21032, distance: 1336
***************************************
********************
id: 3170, start:[2261, 1617], finish: [2451, 1224], earliest_start: 13173, latest finish: 22072, distance: 583
***************************************
********************
id: 5510, start:[2816, 1288], finish: [3265, 1366], earliest_start: 13206, latest finish: 17016, distance: 527
***************************************
********************
id: 9768, start:[3236, 1144], finish: [2601, 1135], earliest_start: 13208, latest finish: 16843, distance: 644
***************************************
********************
id: 3029, start:[2380, 1064], finish: [3417, 876], earliest_start: 13210, latest finish: 25172, distance: 1225
***************************************
********************
id: 9851, start:[2337, 689], finish: [2936, 1155], earliest_start: 13228, latest finish: 15625, distance: 1065
***************************************
********************
id: 5332, start:[3051, 1535], finish: [1373, 7928], earliest_start: 13236, latest finish: 24425, distance: 8071
***************************************
********************
id: 5487, start:[2908, 760], finish: [3229, 1215], earliest_start: 13244, latest finish: 40701, distance: 776
***************************************
********************
id: 328, start:[3123, 1285], finish: [2687, 990], earliest_start: 13255, latest finish: 19445, distance: 731
***************************************
********************
id: 3104, start:[3416, 560], finish: [2123, 1538], earliest_start: 13268, latest finish: 30055, distance: 2271
***************************************
********************
id: 166, start:[2588, 1313], finish: [2699, 1143], earliest_start: 13277, latest finish: 23111, distance: 281
***************************************
********************
id: 1689, start:[2938, 2226], finish: [2583, 1139], earliest_start: 13287, latest finish: 29527, distance: 1442
***************************************
********************
id: 5060, start:[2420, 1288], finish: [2672, 1284], earliest_start: 13288, latest finish: 23879, distance: 256
***************************************
********************
id: 6851, start:[3198, 540], finish: [3028, 1560], earliest_start: 13302, latest finish: 22017, distance: 1190
***************************************
********************
id: 1852, start:[3132, 1353], finish: [2477, 935], earliest_start: 13305, latest finish: 32064, distance: 1073
***************************************
********************
id: 4352, start:[2836, 1219], finish: [629, 5093], earliest_start: 13308, latest finish: 31576, distance: 6081
***************************************
********************
id: 9191, start:[3051, 1887], finish: [2860, 898], earliest_start: 13312, latest finish: 30347, distance: 1180
***************************************
********************
id: 8629, start:[3663, 1334], finish: [3160, 1380], earliest_start: 13325, latest finish: 26823, distance: 549
***************************************
********************
id: 5856, start:[2859, 696], finish: [3355, 1065], earliest_start: 13328, latest finish: 19910, distance: 865
***************************************
********************
id: 8073, start:[2819, 474], finish: [3792, 1971], earliest_start: 13338, latest finish: 30366, distance: 2470
***************************************
********************
id: 9459, start:[2034, 898], finish: [9999, 8468], earliest_start: 13352, latest finish: 33852, distance: 15535
***************************************
********************
id: 8792, start:[3895, 1347], finish: [2000, 300], earliest_start: 13360, latest finish: 22119, distance: 2942
***************************************
********************
id: 5746, start:[2949, 984], finish: [2527, 1162], earliest_start: 13370, latest finish: 24914, distance: 600
***************************************
********************
id: 271, start:[3618, 516], finish: [3018, 1053], earliest_start: 13381, latest finish: 19384, distance: 1137
***************************************
********************
id: 2784, start:[3345, 1258], finish: [3205, 1131], earliest_start: 13413, latest finish: 19282, distance: 267
***************************************
********************
id: 5721, start:[2209, 582], finish: [3815, 2001], earliest_start: 13429, latest finish: 20777, distance: 3025
***************************************
********************
id: 9595, start:[2402, 1377], finish: [2986, 1392], earliest_start: 13430, latest finish: 27224, distance: 599
***************************************
********************
id: 2963, start:[2929, 478], finish: [3262, 468], earliest_start: 13448, latest finish: 22984, distance: 343
***************************************
********************
id: 3459, start:[3177, 926], finish: [3056, 1017], earliest_start: 13455, latest finish: 32696, distance: 212
***************************************
********************
id: 3329, start:[3500, 1195], finish: [2888, 1183], earliest_start: 13457, latest finish: 16229, distance: 624
***************************************
********************
id: 3202, start:[2628, 952], finish: [9999, 9615], earliest_start: 13462, latest finish: 40951, distance: 16034
***************************************
********************
id: 9691, start:[2558, 1209], finish: [2490, 437], earliest_start: 13466, latest finish: 17684, distance: 840
***************************************
********************
id: 9087, start:[2916, 711], finish: [2441, 817], earliest_start: 13468, latest finish: 23431, distance: 581
***************************************
********************
id: 1100, start:[3158, 1593], finish: [2875, 924], earliest_start: 13487, latest finish: 24160, distance: 952
***************************************
********************
id: 2520, start:[2285, 871], finish: [2802, 921], earliest_start: 13531, latest finish: 21981, distance: 567
***************************************
********************
id: 8426, start:[3252, 1257], finish: [1890, 1348], earliest_start: 13537, latest finish: 32250, distance: 1453
***************************************
********************
id: 8713, start:[3780, 1086], finish: [3521, 1223], earliest_start: 13539, latest finish: 26552, distance: 396
***************************************
********************
id: 9306, start:[2555, 1037], finish: [1995, 1327], earliest_start: 13555, latest finish: 20482, distance: 850
id: 1625, start:[2728, 91], finish: [3229, 1011], earliest_start: 13555, latest finish: 23567, distance: 1421
***************************************
********************
id: 7319, start:[3685, 1351], finish: [3229, 2], earliest_start: 13580, latest finish: 20938, distance: 1805
***************************************
********************
id: 3067, start:[3045, 1216], finish: [3170, 816], earliest_start: 13597, latest finish: 18800, distance: 525
***************************************
********************
id: 8774, start:[2742, 1497], finish: [2577, 234], earliest_start: 13605, latest finish: 28646, distance: 1428
***************************************
********************
id: 6377, start:[3465, 751], finish: [9999, 5887], earliest_start: 13606, latest finish: 38529, distance: 11670
***************************************
********************
id: 5500, start:[3056, 721], finish: [3720, 1393], earliest_start: 13610, latest finish: 29335, distance: 1336
***************************************
********************
id: 5698, start:[3043, 1221], finish: [1909, 1147], earliest_start: 13620, latest finish: 31016, distance: 1208
***************************************
********************
id: 2915, start:[2666, 1121], finish: [3847, 968], earliest_start: 13621, latest finish: 42655, distance: 1334
***************************************
********************
id: 4170, start:[2578, 666], finish: [2060, 576], earliest_start: 13624, latest finish: 30272, distance: 608
***************************************
********************
id: 3849, start:[3315, 1609], finish: [2872, 654], earliest_start: 13629, latest finish: 22077, distance: 1398
***************************************
********************
id: 3424, start:[2414, 885], finish: [2621, 1440], earliest_start: 13631, latest finish: 30419, distance: 762
***************************************
********************
id: 7677, start:[2891, 1676], finish: [2108, 1261], earliest_start: 13635, latest finish: 20848, distance: 1198
***************************************
********************
id: 8277, start:[3102, 624], finish: [2114, 832], earliest_start: 13636, latest finish: 30250, distance: 1196
***************************************
********************
id: 8979, start:[2990, 736], finish: [2648, 649], earliest_start: 13638, latest finish: 24680, distance: 429
***************************************
********************
id: 8715, start:[2624, 1610], finish: [2253, 716], earliest_start: 13645, latest finish: 30405, distance: 1265
***************************************
********************
id: 3891, start:[2930, 1123], finish: [2424, 662], earliest_start: 13660, latest finish: 22039, distance: 967
***************************************
********************
id: 2422, start:[3519, 1165], finish: [2791, 882], earliest_start: 13676, latest finish: 43291, distance: 1011
***************************************
********************
id: 4455, start:[2534, 1908], finish: [2584, 800], earliest_start: 13677, latest finish: 20715, distance: 1158
***************************************
********************
id: 2742, start:[2521, 953], finish: [2883, 2337], earliest_start: 13683, latest finish: 23510, distance: 1746
id: 499, start:[3175, 1649], finish: [9999, 394], earliest_start: 13683, latest finish: 31918, distance: 8079
***************************************
********************
id: 2293, start:[2196, 1243], finish: [2991, 1190], earliest_start: 13702, latest finish: 23727, distance: 848
***************************************
********************
id: 3572, start:[2859, 857], finish: [2524, 1405], earliest_start: 13708, latest finish: 15273, distance: 883
***************************************
********************
id: 4200, start:[2329, 908], finish: [2855, 1138], earliest_start: 13710, latest finish: 27653, distance: 756
***************************************
********************
id: 7428, start:[2865, 1064], finish: [2048, 932], earliest_start: 13716, latest finish: 23283, distance: 949
***************************************
********************
id: 7585, start:[2379, 844], finish: [3868, 713], earliest_start: 13717, latest finish: 18931, distance: 1620
***************************************
********************
id: 892, start:[2644, 737], finish: [2903, 388], earliest_start: 13723, latest finish: 22339, distance: 608
***************************************
********************
id: 1674, start:[2927, 1165], finish: [2287, 922], earliest_start: 13734, latest finish: 20175, distance: 883
***************************************
********************
id: 1251, start:[2329, 622], finish: [2430, 1692], earliest_start: 13744, latest finish: 29024, distance: 1171
***************************************
********************
id: 5710, start:[2603, 874], finish: [2856, 1715], earliest_start: 13746, latest finish: 30694, distance: 1094
***************************************
********************
id: 2523, start:[3083, 1492], finish: [2096, 469], earliest_start: 13752, latest finish: 28980, distance: 2010
***************************************
********************
id: 6068, start:[2649, 1200], finish: [2286, 923], earliest_start: 13763, latest finish: 34667, distance: 640
***************************************
********************
id: 8967, start:[3190, 1801], finish: [9999, 8992], earliest_start: 13767, latest finish: 30875, distance: 14000
***************************************
********************
id: 8447, start:[2661, 844], finish: [3745, 255], earliest_start: 13784, latest finish: 30105, distance: 1673
***************************************
********************
id: 1530, start:[3307, 1750], finish: [3027, 1679], earliest_start: 13786, latest finish: 21679, distance: 351
***************************************
********************
id: 1778, start:[2424, 1319], finish: [9999, 87], earliest_start: 13798, latest finish: 36555, distance: 8807
***************************************
********************
id: 2143, start:[3462, 1521], finish: [3352, 1029], earliest_start: 13802, latest finish: 25667, distance: 602
***************************************
********************
id: 6786, start:[3571, 1112], finish: [3876, 733], earliest_start: 13820, latest finish: 22043, distance: 684
***************************************
********************
id: 1489, start:[2125, 1378], finish: [2173, 1480], earliest_start: 13836, latest finish: 29197, distance: 150
id: 4084, start:[3096, 827], finish: [1331, 149], earliest_start: 13836, latest finish: 39034, distance: 2443
***************************************
********************
id: 3024, start:[2640, 1013], finish: [2949, 1409], earliest_start: 13846, latest finish: 17485, distance: 705
***************************************
********************
id: 6155, start:[2786, 1692], finish: [1696, 1022], earliest_start: 13862, latest finish: 33924, distance: 1760
***************************************
********************
id: 3976, start:[2288, 830], finish: [2562, 152], earliest_start: 13870, latest finish: 21893, distance: 952
***************************************
********************
id: 9412, start:[2712, 799], finish: [2388, 1463], earliest_start: 13874, latest finish: 17249, distance: 988
***************************************
********************
id: 7117, start:[2425, 1695], finish: [2838, 1640], earliest_start: 13893, latest finish: 27400, distance: 468
id: 2335, start:[2839, 505], finish: [2997, 1420], earliest_start: 13893, latest finish: 30222, distance: 1073
***************************************
********************
id: 3176, start:[2279, 1893], finish: [2819, 1146], earliest_start: 13898, latest finish: 23733, distance: 1287
***************************************
********************
id: 9495, start:[2775, 1906], finish: [2009, 718], earliest_start: 13899, latest finish: 26210, distance: 1954
***************************************
********************
id: 5466, start:[3133, 691], finish: [2713, 1177], earliest_start: 13904, latest finish: 28503, distance: 906
***************************************
********************
id: 6304, start:[3601, 1077], finish: [2493, 996], earliest_start: 13945, latest finish: 18655, distance: 1189
***************************************
********************
id: 6004, start:[2098, 888], finish: [2868, 1860], earliest_start: 13948, latest finish: 21240, distance: 1742
***************************************
********************
id: 9401, start:[2851, 1305], finish: [2967, 1201], earliest_start: 13968, latest finish: 16696, distance: 220
***************************************
********************
id: 6239, start:[2319, 1108], finish: [3106, 2161], earliest_start: 13974, latest finish: 20349, distance: 1840
***************************************
********************
id: 513, start:[3328, 1172], finish: [2145, 975], earliest_start: 13976, latest finish: 22278, distance: 1380
***************************************
********************
id: 661, start:[3252, 368], finish: [2613, 545], earliest_start: 13981, latest finish: 26393, distance: 816
***************************************
********************
id: 6168, start:[2810, 1386], finish: [2215, 1048], earliest_start: 13993, latest finish: 28408, distance: 933
***************************************
********************
id: 5517, start:[2407, 868], finish: [3457, 1480], earliest_start: 13994, latest finish: 17957, distance: 1662
***************************************
********************
id: 2711, start:[3557, 709], finish: [3235, 826], earliest_start: 14002, latest finish: 23331, distance: 439
***************************************
********************
id: 7224, start:[3502, 778], finish: [2219, 420], earliest_start: 14011, latest finish: 27504, distance: 1641
id: 3430, start:[1735, 1875], finish: [2947, 780], earliest_start: 14011, latest finish: 29000, distance: 2307
***************************************
********************
id: 6159, start:[2045, 696], finish: [2416, 631], earliest_start: 14015, latest finish: 29799, distance: 436
***************************************
********************
id: 2230, start:[2354, 1038], finish: [3295, 1359], earliest_start: 14027, latest finish: 31849, distance: 1262
***************************************
********************
id: 9503, start:[1533, 633], finish: [3272, 1130], earliest_start: 14057, latest finish: 24518, distance: 2236
***************************************
********************
id: 1697, start:[2600, 825], finish: [2669, 2443], earliest_start: 14077, latest finish: 27336, distance: 1687
***************************************
********************
id: 4635, start:[3116, 1376], finish: [2414, 462], earliest_start: 14084, latest finish: 34278, distance: 1616
***************************************
********************
id: 4467, start:[2455, 633], finish: [9999, 366], earliest_start: 14086, latest finish: 25365, distance: 7811
***************************************
********************
id: 7804, start:[2755, 1144], finish: [9999, 5725], earliest_start: 14091, latest finish: 28748, distance: 11825
***************************************
********************
id: 9274, start:[2933, 1022], finish: [2898, 425], earliest_start: 14109, latest finish: 20769, distance: 632
***************************************
********************
id: 8892, start:[2926, 173], finish: [2645, 1873], earliest_start: 14134, latest finish: 26851, distance: 1981
***************************************
********************
id: 873, start:[2150, 828], finish: [9999, 475], earliest_start: 14136, latest finish: 32280, distance: 8202
***************************************
********************
id: 2975, start:[3206, 1116], finish: [2719, 1366], earliest_start: 14161, latest finish: 28235, distance: 737
***************************************
********************
id: 6741, start:[2657, 1056], finish: [1860, 1002], earliest_start: 14174, latest finish: 33220, distance: 851
***************************************
********************
id: 8548, start:[2195, 682], finish: [2450, 1456], earliest_start: 14177, latest finish: 31973, distance: 1029
id: 6053, start:[2244, 1045], finish: [3223, 1787], earliest_start: 14177, latest finish: 19891, distance: 1721
***************************************
********************
id: 6455, start:[2001, 1517], finish: [1805, 925], earliest_start: 14187, latest finish: 28780, distance: 788
***************************************
********************
id: 3601, start:[2551, 1189], finish: [2837, 633], earliest_start: 14206, latest finish: 30124, distance: 842
***************************************
********************
id: 8978, start:[2741, 2395], finish: [2438, 971], earliest_start: 14209, latest finish: 16846, distance: 1727
***************************************
********************
id: 9666, start:[2607, 232], finish: [2739, 819], earliest_start: 14223, latest finish: 32574, distance: 719
***************************************
********************
id: 874, start:[2667, 250], finish: [3355, 1173], earliest_start: 14227, latest finish: 35801, distance: 1611
***************************************
********************
id: 1421, start:[4072, 980], finish: [2046, 1948], earliest_start: 14231, latest finish: 37794, distance: 2994
***************************************
********************
id: 6875, start:[1939, 1440], finish: [3159, 1279], earliest_start: 14233, latest finish: 18787, distance: 1381
***************************************
********************
id: 3461, start:[2711, 619], finish: [3212, 725], earliest_start: 14237, latest finish: 31752, distance: 607
***************************************
********************
id: 3865, start:[3539, 1062], finish: [2914, 1639], earliest_start: 14244, latest finish: 33501, distance: 1202
***************************************
********************
id: 7768, start:[2927, 682], finish: [2209, 1821], earliest_start: 14247, latest finish: 21021, distance: 1857
***************************************
********************
id: 4112, start:[1694, 1072], finish: [2795, 928], earliest_start: 14249, latest finish: 20121, distance: 1245
***************************************
********************
id: 8203, start:[2913, 49], finish: [3171, 787], earliest_start: 14262, latest finish: 20488, distance: 996
***************************************
********************
id: 3773, start:[2869, 2327], finish: [3326, 1012], earliest_start: 14276, latest finish: 28433, distance: 1772
***************************************
********************
id: 4233, start:[3691, 1097], finish: [3558, 1356], earliest_start: 14283, latest finish: 21871, distance: 392
***************************************
********************
id: 7792, start:[3140, 531], finish: [2846, 504], earliest_start: 14304, latest finish: 27951, distance: 321
***************************************
********************
id: 5189, start:[2849, 1776], finish: [3385, 1655], earliest_start: 14327, latest finish: 23056, distance: 657
***************************************
********************
id: 4575, start:[1956, 610], finish: [2050, 1082], earliest_start: 14328, latest finish: 38475, distance: 566
***************************************
********************
id: 5049, start:[2739, 957], finish: [3868, 750], earliest_start: 14339, latest finish: 19812, distance: 1336
***************************************
********************
id: 8370, start:[3185, 728], finish: [2448, 123], earliest_start: 14340, latest finish: 19867, distance: 1342
***************************************
********************
id: 965, start:[2536, 781], finish: [3953, 817], earliest_start: 14344, latest finish: 32933, distance: 1453
***************************************
********************
id: 7779, start:[3009, 1114], finish: [9999, 573], earliest_start: 14356, latest finish: 37272, distance: 7531
***************************************
********************
id: 6164, start:[3256, 1556], finish: [2125, 1558], earliest_start: 14371, latest finish: 34138, distance: 1133
***************************************
********************
id: 4935, start:[2530, 1611], finish: [2701, 2001], earliest_start: 14396, latest finish: 19563, distance: 561
***************************************
********************
id: 6206, start:[2696, 1421], finish: [3118, 2103], earliest_start: 14403, latest finish: 20532, distance: 1104
***************************************
********************
id: 4194, start:[2298, 1326], finish: [3026, 1121], earliest_start: 14419, latest finish: 22373, distance: 933
***************************************
********************
id: 2957, start:[2686, 531], finish: [2660, 1513], earliest_start: 14422, latest finish: 34064, distance: 1008
id: 9267, start:[2173, 1506], finish: [2860, 485], earliest_start: 14422, latest finish: 17691, distance: 1708
***************************************
********************
id: 9556, start:[2339, 1539], finish: [2901, 783], earliest_start: 14430, latest finish: 34435, distance: 1318
***************************************
********************
id: 3291, start:[2281, 702], finish: [9999, 512], earliest_start: 14431, latest finish: 34527, distance: 7908
***************************************
********************
id: 2511, start:[3335, 1014], finish: [2927, 1435], earliest_start: 14448, latest finish: 23193, distance: 829
***************************************
********************
id: 4184, start:[1935, 417], finish: [2676, 923], earliest_start: 14479, latest finish: 16063, distance: 1247
***************************************
********************
id: 1030, start:[3236, 403], finish: [2995, 591], earliest_start: 14487, latest finish: 31674, distance: 429
***************************************
********************
id: 1588, start:[2290, 1459], finish: [2490, 521], earliest_start: 14495, latest finish: 44874, distance: 1138
***************************************
********************
id: 4164, start:[2644, 1121], finish: [2876, 264], earliest_start: 14496, latest finish: 36638, distance: 1089
***************************************
********************
id: 5480, start:[1662, 1040], finish: [9999, 6636], earliest_start: 14527, latest finish: 37217, distance: 13933
***************************************
********************
id: 5890, start:[3061, 263], finish: [2596, 721], earliest_start: 14547, latest finish: 16169, distance: 923
***************************************
********************
id: 7347, start:[2067, 190], finish: [9999, 0], earliest_start: 14559, latest finish: 29711, distance: 8122
***************************************
********************
id: 8274, start:[4084, 823], finish: [3535, 1616], earliest_start: 14572, latest finish: 25595, distance: 1342
***************************************
********************
id: 7927, start:[2994, 972], finish: [1881, 1213], earliest_start: 14608, latest finish: 35420, distance: 1354
***************************************
********************
id: 6756, start:[2388, 962], finish: [3144, 1586], earliest_start: 14621, latest finish: 33838, distance: 1380
***************************************
********************
id: 368, start:[3402, 917], finish: [9999, 2757], earliest_start: 14637, latest finish: 46326, distance: 8437
***************************************
********************
id: 200, start:[3115, 255], finish: [2956, 1001], earliest_start: 14647, latest finish: 18462, distance: 905
***************************************
********************
id: 3989, start:[2236, 675], finish: [2874, 1076], earliest_start: 14652, latest finish: 30828, distance: 1039
***************************************
********************
id: 4910, start:[3084, 1346], finish: [3624, 1347], earliest_start: 14676, latest finish: 20230, distance: 541
***************************************
********************
id: 530, start:[2445, 992], finish: [2018, 1151], earliest_start: 14681, latest finish: 16022, distance: 586
***************************************
********************
id: 5006, start:[3184, 1163], finish: [2621, 1085], earliest_start: 14684, latest finish: 34337, distance: 641
***************************************
********************
id: 277, start:[2538, 1634], finish: [2434, 750], earliest_start: 14711, latest finish: 20844, distance: 988
***************************************
********************
id: 9320, start:[2675, 787], finish: [2774, 753], earliest_start: 14717, latest finish: 38707, distance: 133
id: 608, start:[2532, 840], finish: [2132, 1247], earliest_start: 14717, latest finish: 35693, distance: 807
***************************************
********************
id: 4255, start:[1740, 1549], finish: [3259, 531], earliest_start: 14724, latest finish: 25361, distance: 2537
***************************************
********************
id: 5369, start:[2941, 671], finish: [2797, 1217], earliest_start: 14728, latest finish: 27429, distance: 690
***************************************
********************
id: 4833, start:[2378, 1017], finish: [2545, 1064], earliest_start: 14737, latest finish: 15829, distance: 214
***************************************
********************
id: 457, start:[2732, 1646], finish: [1526, 485], earliest_start: 14763, latest finish: 31861, distance: 2367
***************************************
********************
id: 1002, start:[2515, 633], finish: [2765, 7110], earliest_start: 14774, latest finish: 26107, distance: 6727
***************************************
********************
id: 3910, start:[2140, 720], finish: [2734, 1519], earliest_start: 14775, latest finish: 33992, distance: 1393
***************************************
********************
id: 2626, start:[2493, 849], finish: [2405, 984], earliest_start: 14776, latest finish: 31783, distance: 223
***************************************
********************
id: 1142, start:[2597, 660], finish: [3303, 1727], earliest_start: 14790, latest finish: 27715, distance: 1773
***************************************
********************
id: 7355, start:[3063, 1735], finish: [9999, 131], earliest_start: 14797, latest finish: 29400, distance: 8540
***************************************
********************
id: 5089, start:[2746, 1100], finish: [2674, 1433], earliest_start: 14800, latest finish: 21510, distance: 405
***************************************
********************
id: 6804, start:[3511, 780], finish: [3195, 1045], earliest_start: 14813, latest finish: 20967, distance: 581
***************************************
********************
